place_id,place_name,city,state,match_score,reason
"place-rani-ki-vav-ahmedabad","Rani ki Vav","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sabarmati-ashram-ahmedabad","Sabarmati Ashram","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sabarmati-riverfront-ahmedabad","Sabarmati Riverfront","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sanskar-kendra-ahmedabad","Sanskar Kendra","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sardar-vallabhai-patel-national-museum-ahmedabad","Sardar Vallabhai Patel National Museum","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sarkhej-roza-ahmedabad","Sarkhej Roza","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-science-city-ahmedabad","Science City","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-shree-camp-hanuman-mandir-ahmedabad","Shree Camp Hanuman Mandir","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-sidi-saiyyed-mosque-ahmedabad","Sidi Saiyyed Mosque","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-statue-of-unity-ahmedabad","Statue of Unity","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-swaminarayan-temple-ahmedabad","Swaminarayan Temple","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-tomb-of-ahmed-shah-and-ahmed-shah-s-mosque-ahmedabad","Tomb of Ahmed Shah and Ahmed Shah's Mosque.","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-vadla-ahmedabad","Vadla","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-vaishnodevi-temple-ahmedabad","Vaishnodevi Temple","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-vastrapur-lake-ahmedabad","Vastrapur Lake","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-vechaar-utensils-museum-ahmedabad","Vechaar Utensils Museum","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-victoria-garden-ahmedabad","Victoria Garden","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-world-vintage-car-museum-ahmedabad","World Vintage Car Museum","Ahmedabad","Gujarat",-100,"Low confidence score"
"place-white-desert-bhuj","White Desert","Bhuj","Gujarat",50,"Low confidence score"
"place-dwarkadhish-temple-mathura","Dwarkadhish Temple","Dwarka","Gujarat",-100,"Low confidence score"
"place-dandi-kutir-gandhinagar","Dandi Kutir","Gandhinagar","Gujarat",-100,"Low confidence score"
"place-statue-of-unity-kevadia-277","Statue of Unity","Kevadia","Gujarat",-100,"Low confidence score"
"place-rann-utsav-rann-of-kutch","Rann Utsav","Rann of Kutch","Gujarat",-100,"Low confidence score"
"place-somnath-temple-somnath","Somnath Temple","Somnath","Gujarat",-100,"Low confidence score"
"place-dutch-garden-surat","Dutch Garden","Surat","Gujarat",-100,"Low confidence score"
"place-jagdishchandra-bose-aquarium-surat","Jagdishchandra Bose Aquarium","Surat","Gujarat",-100,"Low confidence score"
"place-sarthana-nature-park-surat","Sarthana Nature Park","Surat","Gujarat",-100,"Low confidence score"
"place-baroda-golf-club-vadodara","Baroda Golf Club","Vadodara","Gujarat",-100,"Low confidence score"
"place-laxmi-vilas-palace-vadodara","Laxmi Vilas Palace","Vadodara","Gujarat",-100,"Low confidence score"
"place-sayaji-garden-vadodara","Sayaji Garden","Vadodara","Gujarat",-100,"Low confidence score"
"place-badkhal-lake-faridabad","Badkhal Lake","Faridabad","Haryana",-100,"Low confidence score"
"place-raja-nahar-singh-palace-faridabad","Raja Nahar Singh Palace","Faridabad","Haryana",-100,"Low confidence score"
"place-surajkund-lake-faridabad","Surajkund Lake","Faridabad","Haryana",-100,"Low confidence score"
"place-cyber-hub-gurgaon","Cyber Hub","Gurgaon","Haryana",-100,"Low confidence score"
"place-damdama-lake-gurgaon","Damdama Lake","Gurgaon","Haryana",-100,"Low confidence score"
"place-kingdom-of-dreams-gurgaon-291","Kingdom of Dreams","Gurgaon","Haryana",-100,"Low confidence score"
"place-ambience-mall-gurugram","Ambience Mall","Gurugram","Haryana",-100,"Low confidence score"
"place-dlf-cyberhub-gurugram","DLF CyberHub","Gurugram","Haryana",-100,"Low confidence score"
"place-kingdom-of-dreams-gurugram-294","Kingdom of Dreams","Gurugram","Haryana",-100,"Low confidence score"
"place-barot-valley-barot","Barot Valley","Barot","Himachal Pradesh",-100,"Low confidence score"
"place-paragliding-site-bir-billing","Paragliding Site","Bir Billing","Himachal Pradesh",-100,"Low confidence score"
"place-chamera-lake-dalhousie","Chamera Lake","Chamba","Himachal Pradesh",-100,"Low confidence score"
"place-bakrota-hills-or-upper-bakrota-dalhousie","Bakrota Hills or Upper Bakrota","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-bhuri-singh-museum-dalhousie","Bhuri Singh Museum","Dalhousie","Himachal Pradesh",35,"Low confidence score"
"place-chamba-dalhousie","Chamba","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-chamera-lake-dalhousie-301","Chamera Lake","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-chamunda-devi-temple-dalhousie","Chamunda Devi Temple","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-city-shopping-dalhousie","City Shopping","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-dainkund-peak-dalhousie","Dainkund Peak","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-dainkund-to-jot-trek-dalhousie","Dainkund to Jot Trek","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-ganji-pahari-dalhousie","Ganji Pahari","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-garam-sadak-dalhousie","Garam Sadak","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-indo-tibetan-market-dalhousie","Indo Tibetan Market","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-kalatop-wildlife-sanctuary-dalhousie","Kalatop wildlife sanctuary","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-khajjiar-lake-dalhousie","Khajjiar Lake","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-laxmi-narayan-temple-dalhousie-dalhousie","Laxmi Narayan Temple Dalhousie","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-panch-pulla-dalhousie","Panch Pulla","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-paragliding-at-khajjiar-dalhousie","Paragliding at Khajjiar","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-river-crossing-and-river-rafting-dalhousie","River Crossing and River Rafting","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-rock-climbing-dalhousie","Rock Climbing","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-rock-garden-dalhousie","Rock Garden","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-sach-pass-dalhousie","Sach Pass","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-satdhara-falls-dalhousie","Satdhara Falls","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-st-patricks-church-dalhousie","St Patricks Church","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-st-francis-church-dalhousie","St. Francis Church","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-st-john-church-dalhousie","St. John Church","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-subhash-baoli-dalhousie","Subhash Baoli","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-trekking-dalhousie","Trekking","Dalhousie","Himachal Pradesh",-100,"Low confidence score"
"place-kangra-fort-mcleodganj","Kangra Fort","Kangra","Himachal Pradesh",-100,"Low confidence score"
"place-baptist-church-kasauli","Baptist Church","Kasauli","Himachal Pradesh",-100,"Low confidence score"
"place-christ-anglican-church-kasauli","Christ (Anglican) Church","Kasauli","Himachal Pradesh",-100,"Low confidence score"
"place-gilbert-trail-kasauli","Gilbert Trail","Kasauli","Himachal Pradesh",-100,"Low confidence score"
"place-gurka-fort-kasauli","Gurka Fort","Kasauli","Himachal Pradesh",20,"Low confidence score"
"place-gurudwara-shri-guru-nanakji-kasauli","Gurudwara Shri Guru Nanakji","Kasauli","Himachal Pradesh",-100,"Low confidence score"
