place_id,place_name,city,state,source_name,flag_activity_phrase,reason
PL-00996,Srirangapatna,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-00997,Srirangapatna Island,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-00998,St. Aloysius Chapel,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-00999,St. Philomena's Church,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01000,Stepped Tank (Pushkarani),,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01001,Stone Chariot,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01002,Subhash Bose Park,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01003,Sultan Battery,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01004,Supa Dam,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01005,Syntheri Rocks,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01006,Tadiandamol Peak,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01007,Talakad,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01008,Talakaveri,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01009,Tannirbhavi Beach,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01010,Tea Museum (Tata Tea),,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01011,Thrikkakara Vamana Moorthy Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01012,Tipu Sultan's Summer Palace,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01013,Tipu Sultan’s Armor,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01014,Tomb of Sultan Hassan,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01015,Top Station,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01016,Tungabhadra River,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01017,Twin Temples of Mosale,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01018,UB City,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01019,Ullal Beach,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01020,Unchalli Falls,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01021,Uttaradi Matha (Malkhed),,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01022,Valara Waterfalls,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01023,Venkataramana Swamy Temple (Alamgiri),,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01024,Venugopala Swamy Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01025,Vibhuti Falls,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01026,Vidhana Soudha,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01027,Vidurashwatha,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01028,Virupaksha Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01029,Visvesvaraya Industrial & Technological Museum,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01030,Vitthala Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01031,Vivekananda Falls,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01032,Vypeen Lighthouse,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01033,Vypin Island,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01034,Wellesley Bridge,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01035,Willingdon Island Port,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01036,Wonderla Kochi,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01037,Yadgir Hill Fort (Nearby),,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01038,Yagachi Dam,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01039,Yana Caves,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01040,Yoga Nandeeshwara Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01041,Yoga Narasimha Swamy Temple,,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01042,"Yoganarasimha Swamy Temple, Gorur",,Karnataka,Kerala_Karnataka_Districts,False,Missing state or city
PL-01159,Trek & Camp in Chinnar Wildlife Sanctuary,Munnar,Kerala,Tourist_Places_merged,True,"Activity-phrased name, not a clean attraction name"
PL-01164,Witness a combat at Kalari Kshethra,Munnar,Kerala,Tourist_Places_merged,True,"Activity-phrased name, not a clean attraction name"
PL-01165,Witness the Neelakurinji Blooming Spectacle at Top Station,Munnar,Kerala,Tourist_Places_merged,True,"Activity-phrased name, not a clean attraction name"
PL-01223,Adavi Eco-Tourism,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01224,Adoor Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01225,Adyanpara Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01226,Agasthyakoodam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01227,Akkulam Tourist Village,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01228,Alappuzha Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01229,Alappuzha Lighthouse,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01230,Alathiyoor Hanuman Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01231,Alumkadavu,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01232,Ambalapuzha Sree Krishna Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01233,Amritapuri (Vallikavu),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01234,Ananthapura Lake Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01235,Anayirankal Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01236,Andhakaranazhi Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01237,Angadippuram Thirumandhamkunnu Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01238,Anikkattilammakshethram,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01239,Anjuruli,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01240,Arakkal Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01241,Aralam Wildlife Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01242,Aranmula Mirror Workshops,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01243,Aranmula Parthasarathy Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01244,Arattupara,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01245,Arattupuzha Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01246,Areekkal Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01247,Arthunkal St. Andrew’s Basilica,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01248,Aruvacode Pottery Village,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01249,AruvikkuZhi Viewpoint,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01250,Aruvikkuzhi Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01251,Aryankavu Sastha Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01252,Ashtamudi Lake,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01253,Athirappilly Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01254,Attappadi Hills,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01255,Attukal Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01256,Azhikode Munakkal Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01257,Baby Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01258,Bamboo Forest Muthanga,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01259,Banasura Sagar Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01260,Basilica of Our Lady of Dolours,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01261,Beemapally Mosque,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01262,Bekal Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01263,Bekal Fort,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01264,Bela Church,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01265,Beypore Port & Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01266,Bharananganam St. Alphonsa Shrine,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01267,Bhoothathankettu Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01268,Bible Tower,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01269,Biyyam Kayal,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01270,Bolgatty Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01271,Canoli Canal,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01272,Chain Tree,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01273,Champakulam Village,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01274,Chandragiri Fort,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01275,Charalkunnu Hill Station,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01276,Chavakkad Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01277,Chavara (Mining Area),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01278,Chembra Peak,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01279,Cherai Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01280,Cheraman Juma Masjid,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01281,Cheraman Juma Masjid (Ponnani),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01282,Cheriyapally Church,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01283,Cherukolpuzha,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01284,Cheruthoni Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01285,Cheruvathur Kotta,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01286,Chethalayam Falls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01287,Chimmini Wildlife Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01288,Chinese Fishing Nets,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01289,Chittur Gurumadhom,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01290,Choottad Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01291,Chottanikkara Devi Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01292,Chulanur Peafowl Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01293,Conolly's Plot,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01294,Devikulam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01295,Dharmadam Island,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01296,Dhoni Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01297,Discs & Machines Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01298,Dolphin's Point,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01299,Edakkal Caves,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01300,Edappally St. George Forane Church,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01301,Edathua Church,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01302,Elathur Backwaters,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01303,Elaveezhapoonchira,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01304,Ettumanoor Mahadeva Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01305,Ezhimala,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01306,Fantasy Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01307,Flora Fantasia Amusement Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01308,Focus Mall,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01309,Fort Kochi Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01310,Garuda Temple (Triprangode),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01311,Gavi,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01312,Gundert Bungalow,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01313,Guruvayur Sree Krishna Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01314,Haripad Subrahmanya Swamy Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01315,HiLite Mall,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01316,Hill Palace Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01317,Hill View Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01318,Hosdurg Fort,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01319,Idukki Arch Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01320,Illikkal Kallu,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01321,Indo-Portuguese Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01322,Iringal Craft Village (Sargaalaya),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01323,Jain Temple Sulthan Bathery,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01324,Jain Temple of Jainimedu,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01325,Janaki Forest (Janaki Kadu),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01326,Jatayu Earth Center,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01327,Jew Town,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01328,Jewish Synagogue (Paradesi Synagogue),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01329,Kadalundi Bird Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01330,Kadalundi-Vallikkunnu Community Reserve,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01331,Kadamakkudy Islands,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01332,Kadammanitta Devi Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01333,Kadampanad St. Thomas Cathedral,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01334,Kadampuzha Bhagavathy Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01335,Kaduthuruthy Valiapally,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01336,Kakkathuruthu (Island of Crows),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01337,Kakkayam Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01338,Kakki Reservoir,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01339,Kallar Meenmutty Falls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01340,Kalpathy Heritage Village,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01341,Kalvari Mount,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01342,Kanakakkunnu Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01343,Kanhangad (Town Center),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01344,Kanjirapuzha Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01345,Kannadipara,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01346,Kannur Lighthouse,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01347,Kanwatheertha Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01348,Kappad Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01349,Kappil Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01350,Karapuzha Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01351,Kareem's Forest Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01352,Karlad Lake,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01353,Karma Road (Ponnani),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01354,Karumadikuttan,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01355,Karunagappally Backwaters,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01356,Kattikkayam Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01357,Kauthuka Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01358,Kaviyoor Rock-cut Cave Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01359,Kavvayi Island,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01360,Kerala Folklore Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01361,Kerala Kalamandalam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01362,Keralamkundu Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01363,Kizhunna Ezhara Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01364,Kochu Pampa,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01365,Kodanad Elephant Training Centre,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01366,Kodikuthimala,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01367,Kodumon Chilanthiyambalam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01368,Kodungallur Sree Kurumba Bhagavathy Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01369,Kolagappara,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01370,Kollam Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01371,Kollam Port,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01372,Kollengode Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01373,Konni Elephant Training Centre,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01374,Kottaikkal Juma Masjid,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01375,Kottakkal Arya Vaidya Sala,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01376,Kottakkunnu,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01377,Kottancheri Hills,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01378,Kottarakkara Sree Mahaganapathi Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01379,Kottayam Clock Tower,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01380,Kottayi (Chembai Memorial),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01381,Kovalam Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01382,Kozhencherry (Pamba River Banks),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01383,Kozhikode Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01384,Kozhikode Planetarium,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01385,Kozhippara Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01386,Krishnapuram Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01387,Kulamavu Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01388,Kulathupuzha Sastha Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01389,Kumarakom Bird Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01390,Kumaranasan Smarakam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01391,Kumbhavurutty Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01392,Kunjali Marakkar Memorial,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01393,Kuruva Island,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01394,Kuthira Malika Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01395,Kuttanad Backwaters,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01396,Kuzhupilly Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01397,Lakkidi Viewpoint,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01398,Lokanarkavu Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01399,Lulu Mall,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01400,Madayipara,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01401,Madhur Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01402,Madiyan Koolom Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01403,Magic Planet,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01404,Mahatma Gandhi Park,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01405,Maipady Palace,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01406,Makarajyothi Viewpoint,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01407,Malabar Botanical Garden,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01408,Malampuzha Dam & Gardens,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01409,Malankara Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01410,Malayalappuzha Devi Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01411,Malayattoor Church,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01412,Malik Deenar Mosque,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01413,Mallikarjuna Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01414,Malom Wildlife Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01415,Mampuram Maqam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01416,Mananchira Square,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01417,Mananthavady Pazhassi Tomb,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01418,Mangalam Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01419,Mangalavanam Bird Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01420,Mangatiri River View,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01421,Manjamp,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01422,Manjeshwaram (Religious Harmony),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01423,Manjinikkara Dayara,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01424,Mankallu Mudakal Hills,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01425,Mannadi,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01426,Mannanam St. Joseph's Monastery,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01427,Mannarasala Sree Nagaraja Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01428,Mannathippara Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01429,Mappila Bay,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01430,Marari Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01431,Marine Drive,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01432,Marmala Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01433,Marottichal Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01434,Mattancherry Palace (Dutch Palace),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01435,Mavelikkara Buddha Statue,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01436,Mayiladumpara Peacock Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01437,Meenkara Dam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01438,Meenkunnu Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01439,Meenmutty Falls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01440,Meenvallam Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01441,Meesapulimala,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01442,Mini Ooty (Arimbra Hills),,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01443,Mishkal Mosque,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01444,Mooloor Smarakam,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01445,Moovattu Waterfalls,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01446,Mozhikkal Heritage Village,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01447,Muchundi Mosque,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01448,Mullakkal Rajeshwari Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01449,Munambam Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01450,Munnar Tea Gardens,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01451,Munroe Island,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01452,Muthanga Wildlife Sanctuary,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01453,Muzhappilangad Drive-in Beach,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01454,Napier Museum,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01455,Nattakom Backwaters,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01456,Nedumkayam Rainforest,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01457,Neelimala Viewpoint,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01458,Neendakara Port,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01459,Neendoor Subrahmanya Swamy Temple,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01460,Nellikunnu Mosque,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
PL-01461,Nelliyampathy Hills,,Kerala,Kerala_Karnataka_Districts,False,Missing state or city
