duplicate_place_name,duplicate_city,duplicate_source,canonical_place_name,canonical_city,canonical_source,dedup_method
Abbey Falls,Coorg,Tourist_Places_merged,Abbey Falls,Coorg,Top_Indian_Places_to_Visit,exact_normalized_key
Aga Khan Palace,Pune,india_tourism_food_dataset,Aga Khan Palace,Pune,Tourist_Places_merged,exact_normalized_key
Agrasen ki Baoli,Delhi,Tourist_Places_merged,Agrasen ki Baoli,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Ajanta Caves,Ajanta and Ellora Caves,Expanded_Indian_Travel_Dataset,Ajanta Caves,Ajanta and Ellora Caves,Tourist_Places_merged,exact_normalized_key
Alibaug beach,Alibaug,Tourist_Places_merged,Alibaug Beach,Alibaug,Top_Indian_Places_to_Visit,exact_normalized_key
Amber Fort,Jaipur,Expanded_Indian_Travel_Dataset,Amber Fort,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Amber Fort,Jaipur,india_tourism_food_dataset,Amber Fort,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Arambol Beach,Goa,Tourist_Places_merged,Arambol Beach,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Attukal Waterfalls,,Kerala_Karnataka_Districts,Attukal Waterfalls,,Kerala_Karnataka_Districts,exact_normalized_key
Augarnath Temple,Meerut,india_tourism_food_dataset,Augarnath Temple,Meerut,Top_Indian_Places_to_Visit,exact_normalized_key
Bangalore Palace,Bangalore,Tourist_Places_merged,Bangalore Palace,Bangalore,Top_Indian_Places_to_Visit,exact_normalized_key
Bangalore Palace,Bangalore,india_tourism_food_dataset,Bangalore Palace,Bangalore,Top_Indian_Places_to_Visit,exact_normalized_key
Bara Imambara,Lucknow,Tourist_Places_merged,Bara Imambara,Lucknow,Top_Indian_Places_to_Visit,exact_normalized_key
Bara Imambara,Lucknow,india_tourism_food_dataset,Bara Imambara,Lucknow,Top_Indian_Places_to_Visit,exact_normalized_key
Basilica of Bom Jesus,Goa,Tourist_Places_merged,Basilica of Bom Jesus,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Bee falls,Pachmarhi,Tourist_Places_merged,Bee Falls,Pachmarhi,Top_Indian_Places_to_Visit,exact_normalized_key
Belur Math,Kolkata,Tourist_Places_merged,Belur Math,Kolkata,Top_Indian_Places_to_Visit,exact_normalized_key
Bhoothathankettu Dam,,Kerala_Karnataka_Districts,Bhoothathankettu Dam,,Kerala_Karnataka_Districts,exact_normalized_key
Birla Mandir,Hyderabad,Tourist_Places_merged,Birla Mandir,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
Blossom International Park,,Kerala_Karnataka_Districts,Blossom International Park,,Kerala_Karnataka_Districts,exact_normalized_key
Borra caves,Visakhapatnam,Tourist_Places_merged,Borra Caves,Visakhapatnam,Top_Indian_Places_to_Visit,exact_normalized_key
Brindavan Gardens,Mysore,india_tourism_food_dataset,Brindavan Gardens,Mysore,Tourist_Places_merged,exact_normalized_key
Brindavan Gardens,,Kerala_Karnataka_Districts,Brindavan Gardens,,Kerala_Karnataka_Districts,exact_normalized_key
Bryant Park,Kodaikanal,Tourist_Places_merged,Bryant Park,Kodaikanal,WanderSphere_seed,exact_normalized_key
Calangute Beach,Goa,Expanded_Indian_Travel_Dataset,Calangute Beach,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Chamundeshwari Temple,Mysore,india_tourism_food_dataset,Chamundeshwari Temple,Mysore,Tourist_Places_merged,exact_normalized_key
Chapora Fort,Goa,Tourist_Places_merged,Chapora Fort,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Charminar,Hyderabad,Tourist_Places_merged,Charminar,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
Charminar,Hyderabad,india_tourism_food_dataset,Charminar,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
Cheeyappara Waterfalls,,Kerala_Karnataka_Districts,Cheeyappara Waterfalls,,Kerala_Karnataka_Districts,exact_normalized_key
Cherai Beach,Kochi,india_tourism_food_dataset,Cherai Beach,Kochi,Tourist_Places_merged,exact_normalized_key
Chettiar Park,Kodaikanal,Tourist_Places_merged,Chettiar Park,Kodaikanal,WanderSphere_seed,exact_normalized_key
Chinnar Wildlife Sanctuary,,Kerala_Karnataka_Districts,Chinnar Wildlife Sanctuary,,Kerala_Karnataka_Districts,exact_normalized_key
Chittorgarh Fort,Chittorgarh,Tourist_Places_merged,Chittorgarh Fort,Chittorgarh,Top_Indian_Places_to_Visit,exact_normalized_key
Chowmahalla Palace,Hyderabad,Tourist_Places_merged,Chowmahalla Palace,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Jaipur,Tourist_Places_merged,City Palace,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Jaipur,india_tourism_food_dataset,City Palace,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Tourist_Places_merged,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,Expanded_Indian_Travel_Dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
City Palace,Udaipur,india_tourism_food_dataset,City Palace,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Coakers Walk,Kodaikanal,Tourist_Places_merged,Coakers Walk,Kodaikanal,WanderSphere_seed,exact_normalized_key
Colva Beach,Goa,Tourist_Places_merged,Colva Beach,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Cubbon Park,Bangalore,india_tourism_food_dataset,Cubbon Park,Bangalore,Top_Indian_Places_to_Visit,exact_normalized_key
Dal Lake,Srinagar,Tourist_Places_merged,Dal Lake,Srinagar,Top_Indian_Places_to_Visit,exact_normalized_key
Deekshabhoomi,Nagpur,india_tourism_food_dataset,Deekshabhoomi,Nagpur,Top_Indian_Places_to_Visit,exact_normalized_key
Dilwara Temples,Mount Abu,Tourist_Places_merged,Dilwara Temples,Mount Abu,Top_Indian_Places_to_Visit,exact_normalized_key
DLF Mall of India,Noida,india_tourism_food_dataset,DLF Mall of India,Noida,Top_Indian_Places_to_Visit,exact_normalized_key
Dolphin's Nose,Kodaikanal,Tourist_Places_merged,Dolphin's Nose,Kodaikanal,WanderSphere_seed,exact_normalized_key
Echo point,Matheran,Tourist_Places_merged,Echo Point,Matheran,Top_Indian_Places_to_Visit,exact_normalized_key
Echo Point,,Kerala_Karnataka_Districts,Echo Point,,Kerala_Karnataka_Districts,exact_normalized_key
Elephanta Caves,Mumbai,Tourist_Places_merged,Elephanta Caves,Mumbai,Top_Indian_Places_to_Visit,exact_normalized_key
Elephanta Caves,Mumbai,india_tourism_food_dataset,Elephanta Caves,Mumbai,Top_Indian_Places_to_Visit,exact_normalized_key
Eravikulam National Park,,Kerala_Karnataka_Districts,Eravikulam National Park,,Kerala_Karnataka_Districts,exact_normalized_key
Fort Aguada,Goa,Tourist_Places_merged,Fort Aguada,Goa,Top_Indian_Places_to_Visit,exact_normalized_key
Fort Kochi,Kochi,Tourist_Places_merged,Fort Kochi,Kochi,Top_Indian_Places_to_Visit,exact_normalized_key
Fort Kochi,Kochi,india_tourism_food_dataset,Fort Kochi,Kochi,Top_Indian_Places_to_Visit,exact_normalized_key
Fort St. George,Chennai,india_tourism_food_dataset,Fort St. George,Chennai,Tourist_Places_merged,exact_normalized_key
Gandhi Memorial Museum,Madurai,india_tourism_food_dataset,Gandhi Memorial Museum,Madurai,WanderSphere_seed,exact_normalized_key
Garden of Five Senses,Delhi,Tourist_Places_merged,Garden of Five Senses,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Gass Forest Museum,Coimbatore,Tourist_Places_merged,Gass Forest Museum,Coimbatore,WanderSphere_seed,exact_normalized_key
Gateway of India,Mumbai,india_tourism_food_dataset,Gateway of India,Mumbai,Top_Indian_Places_to_Visit,exact_normalized_key
Gedee Car Museum,Coimbatore,Tourist_Places_merged,Gedee Car Museum,Coimbatore,WanderSphere_seed,exact_normalized_key
Golconda Fort,Hyderabad,india_tourism_food_dataset,Golconda Fort,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
Golden Temple,Amritsar,Expanded_Indian_Travel_Dataset,Golden Temple,Amritsar,Tourist_Places_merged,exact_normalized_key
Golden Temple,Amritsar,india_tourism_food_dataset,Golden Temple,Amritsar,Tourist_Places_merged,exact_normalized_key
"Government Museum, Chennai",Chennai,Tourist_Places_merged,Government Museum Chennai,Chennai,WanderSphere_seed,exact_normalized_key
Gwalior fort,Gwalior,Tourist_Places_merged,Gwalior Fort,Gwalior,Top_Indian_Places_to_Visit,exact_normalized_key
Gwalior Fort,Gwalior,india_tourism_food_dataset,Gwalior Fort,Gwalior,Top_Indian_Places_to_Visit,exact_normalized_key
Har Ki Pauri,Haridwar,Tourist_Places_merged,Har Ki Pauri,Haridwar,Top_Indian_Places_to_Visit,exact_normalized_key
Hawa Mahal,Jaipur,Tourist_Places_merged,Hawa Mahal,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Hawa Mahal,Jaipur,india_tourism_food_dataset,Hawa Mahal,Jaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Hazratganj Market,Lucknow,india_tourism_food_dataset,Hazratganj Market,Lucknow,Tourist_Places_merged,exact_normalized_key
Hogenakkal Falls,Hogenakkal,Tourist_Places_merged,Hogenakkal Falls,Hogenakkal,WanderSphere_seed,exact_normalized_key
Howrah Bridge,Kolkata,india_tourism_food_dataset,Howrah Bridge,Kolkata,Top_Indian_Places_to_Visit,exact_normalized_key
Humayun's Tomb,Delhi,Tourist_Places_merged,Humayun's Tomb,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Hussain Sagar Lake,Hyderabad,india_tourism_food_dataset,Hussain Sagar Lake,Hyderabad,Top_Indian_Places_to_Visit,exact_normalized_key
India Gate,Delhi,india_tourism_food_dataset,India Gate,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Indian Museum,Kolkata,Tourist_Places_merged,Indian Museum,Kolkata,Top_Indian_Places_to_Visit,exact_normalized_key
Indian Museum,Kolkata,india_tourism_food_dataset,Indian Museum,Kolkata,Top_Indian_Places_to_Visit,exact_normalized_key
Jagdish Temple,Udaipur,india_tourism_food_dataset,Jagdish Temple,Udaipur,Tourist_Places_merged,exact_normalized_key
Jai Vilas Palace,Gwalior,india_tourism_food_dataset,Jai Vilas Palace,Gwalior,Tourist_Places_merged,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Tourist_Places_merged,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jaisalmer Fort,Jaisalmer,Expanded_Indian_Travel_Dataset,Jaisalmer Fort,Jaisalmer,Top_Indian_Places_to_Visit,exact_normalized_key
Jallianwala Bagh,Amritsar,Tourist_Places_merged,Jallianwala Bagh,Amritsar,Top_Indian_Places_to_Visit,exact_normalized_key
Jallianwala Bagh,Amritsar,india_tourism_food_dataset,Jallianwala Bagh,Amritsar,Top_Indian_Places_to_Visit,exact_normalized_key
Jantar Mantar,Delhi,Tourist_Places_merged,Jantar Mantar,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Junagarh Fort,Bikaner,Tourist_Places_merged,Junagarh Fort,Bikaner,Top_Indian_Places_to_Visit,exact_normalized_key
Kaas Plateau,Satara,india_tourism_food_dataset,Kaas Plateau,Satara,Top_Indian_Places_to_Visit,exact_normalized_key
Kadalundi Bird Sanctuary,,Kerala_Karnataka_Districts,Kadalundi Bird Sanctuary,,Kerala_Karnataka_Districts,exact_normalized_key
Kailasagiri,Visakhapatnam,Tourist_Places_merged,Kailasagiri,Visakhapatnam,Top_Indian_Places_to_Visit,exact_normalized_key
Kamakhya Temple,Guwahati,india_tourism_food_dataset,Kamakhya Temple,Guwahati,Top_Indian_Places_to_Visit,exact_normalized_key
Kanaka Durga Temple,Vijayawada,india_tourism_food_dataset,Kanaka Durga Temple,Vijayawada,Top_Indian_Places_to_Visit,exact_normalized_key
Kankaria Lake,Ahmedabad,Tourist_Places_merged,Kankaria Lake,Ahmedabad,Top_Indian_Places_to_Visit,exact_normalized_key
Kankaria Lake,Ahmedabad,india_tourism_food_dataset,Kankaria Lake,Ahmedabad,Top_Indian_Places_to_Visit,exact_normalized_key
Karla caves,Lonavala,Tourist_Places_merged,Karla Caves,Lonavala,Top_Indian_Places_to_Visit,exact_normalized_key
Kashi Vishwanath Temple,Varanasi,Tourist_Places_merged,Kashi Vishwanath Temple,Varanasi,Top_Indian_Places_to_Visit,exact_normalized_key
Kazimar Big Mosque,Madurai,Tourist_Places_merged,Kazimar Big Mosque,Madurai,WanderSphere_seed,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,Kaziranga National Park,Kaziranga National Park,Expanded_Indian_Travel_Dataset,exact_normalized_key
Kempty Falls,Mussoorie,Tourist_Places_merged,Kempty Falls,Mussoorie,Top_Indian_Places_to_Visit,exact_normalized_key
Kozhippara Waterfalls,,Kerala_Karnataka_Districts,Kozhippara Waterfalls,,Kerala_Karnataka_Districts,exact_normalized_key
Kundala Lake,,Kerala_Karnataka_Districts,Kundala Lake,,Kerala_Karnataka_Districts,exact_normalized_key
Kuzhupilly Beach,,Kerala_Karnataka_Districts,Kuzhupilly Beach,,Kerala_Karnataka_Districts,exact_normalized_key
Lake Pichola,Udaipur,india_tourism_food_dataset,Lake Pichola,Udaipur,Top_Indian_Places_to_Visit,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,exact_normalized_key
Lalbagh Botanical Garden,Bangalore,india_tourism_food_dataset,Lalbagh Botanical Garden,Bangalore,Top_Indian_Places_to_Visit,exact_normalized_key
Laxmi Vilas Palace,Vadodara,india_tourism_food_dataset,Laxmi Vilas Palace,Vadodara,Top_Indian_Places_to_Visit,exact_normalized_key
Lingaraj Temple,Bhubaneswar,Tourist_Places_merged,Lingaraj Temple,Bhubaneswar,Top_Indian_Places_to_Visit,exact_normalized_key
Lingaraj Temple,Bhubaneswar,india_tourism_food_dataset,Lingaraj Temple,Bhubaneswar,Top_Indian_Places_to_Visit,exact_normalized_key
Lockhart Gap,,Kerala_Karnataka_Districts,Lockhart Gap,,Kerala_Karnataka_Districts,exact_normalized_key
Lodhi Garden,Delhi,Tourist_Places_merged,Lodhi Garden,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Lotus Temple,Delhi,Tourist_Places_merged,Lotus Temple,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Mahabodhi Temple,Bodh Gaya,Tourist_Places_merged,Mahabodhi Temple,Bodh Gaya,Top_Indian_Places_to_Visit,exact_normalized_key
Mahalakshmi Temple,Kolhapur,india_tourism_food_dataset,Mahalakshmi Temple,Kolhapur,Top_Indian_Places_to_Visit,exact_normalized_key
Mahalaxmi temple,Mumbai,Tourist_Places_merged,Mahalaxmi Temple,Mumbai,Top_Indian_Places_to_Visit,exact_normalized_key
Malayattoor Church,,Kerala_Karnataka_Districts,Malayattoor Church,,Kerala_Karnataka_Districts,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mall Road,Shimla,Expanded_Indian_Travel_Dataset,Mall Road,Shimla,Tourist_Places_merged,exact_normalized_key
Mangalavanam Bird Sanctuary,,Kerala_Karnataka_Districts,Mangalavanam Bird Sanctuary,,Kerala_Karnataka_Districts,exact_normalized_key
Marayoor Sandalwood Forest,,Kerala_Karnataka_Districts,Marayoor Sandalwood Forest,,Kerala_Karnataka_Districts,exact_normalized_key
Marina Beach,Chennai,Top_Indian_Places_to_Visit,Marina Beach,Chennai,WanderSphere_seed,exact_normalized_key
Marina Beach,Chennai,india_tourism_food_dataset,Marina Beach,Chennai,WanderSphere_seed,exact_normalized_key
Marine Drive,Mumbai,india_tourism_food_dataset,Marine Drive,Mumbai,Top_Indian_Places_to_Visit,exact_normalized_key
Mattancherry Palace,Kochi,india_tourism_food_dataset,Mattancherry Palace,Kochi,Tourist_Places_merged,exact_normalized_key
Mattupetty Dam,,Kerala_Karnataka_Districts,Mattupetty Dam,,Kerala_Karnataka_Districts,exact_normalized_key
Meenakshi Amman Temple,Madurai,Top_Indian_Places_to_Visit,Meenakshi Amman Temple,Madurai,WanderSphere_seed,exact_normalized_key
Meenakshi Amman Temple,Madurai,Tourist_Places_merged,Meenakshi Amman Temple,Madurai,WanderSphere_seed,exact_normalized_key
Meenakshi Amman Temple,Madurai,india_tourism_food_dataset,Meenakshi Amman Temple,Madurai,WanderSphere_seed,exact_normalized_key
Mehrangarh Fort,Jodhpur,Tourist_Places_merged,Mehrangarh Fort,Jodhpur,Top_Indian_Places_to_Visit,exact_normalized_key
Mehrangarh Fort,Jodhpur,india_tourism_food_dataset,Mehrangarh Fort,Jodhpur,Top_Indian_Places_to_Visit,exact_normalized_key
Mindrolling Monastery,Dehradun,india_tourism_food_dataset,Mindrolling Monastery,Dehradun,Tourist_Places_merged,exact_normalized_key
Mysore Palace,Mysore,Tourist_Places_merged,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,Expanded_Indian_Travel_Dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Mysore Palace,Mysore,india_tourism_food_dataset,Mysore Palace,Mysore,Top_Indian_Places_to_Visit,exact_normalized_key
Naini Lake,Nainital,Tourist_Places_merged,Naini Lake,Nainital,Top_Indian_Places_to_Visit,exact_normalized_key
Nandi Hills,,Kerala_Karnataka_Districts,Nandi Hills,,Kerala_Karnataka_Districts,exact_normalized_key
Nathula Pass,Gangtok,india_tourism_food_dataset,Nathula Pass,Gangtok,Top_Indian_Places_to_Visit,exact_normalized_key
National Gallery Of Modern Art,Delhi,Tourist_Places_merged,National Gallery of Modern Art,Delhi,Top_Indian_Places_to_Visit,exact_normalized_key
Neermahal,Agartala,india_tourism_food_dataset,Neermahal,Agartala,Tourist_Places_merged,exact_normalized_key
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,exact_normalized_key
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,exact_normalized_key
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,exact_normalized_key
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,exact_normalized_key
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,exact_normalized_key
