duplicate_place_name,duplicate_city,duplicate_source,canonical_place_name,canonical_city,canonical_source,dedup_method
Skiing in Auli,Auli,Tourist_Places_merged,Camping in Auli,Auli,,fuzzy_name_match
Paragliding in Mcleodganj,Mcleodganj,Tourist_Places_merged,Camping in Mcleodganj,Mcleodganj,,fuzzy_name_match
Pohlani Devi Temple,Dalhousie,Tourist_Places_merged,Chamunda Devi Temple,Dalhousie,,fuzzy_name_match
Shop at Chandni Chowk,Delhi,Tourist_Places_merged,Chandni Chowk,Delhi,,fuzzy_name_match
Shankarpur Beach,Digha,Tourist_Places_merged,Chandpur Beach,Digha,,fuzzy_name_match
Udaipur Beach,Digha,Tourist_Places_merged,Chandpur Beach,Digha,,fuzzy_name_match
Chandragiri Fort,Tirupati,india_tourism_food_dataset,Chandragiri Palace & Fort,Tirupati,,fuzzy_name_match
Khardung La Pass,Leh Ladakh,Tourist_Places_merged,Chang La Pass,Leh Ladakh,,fuzzy_name_match
Chingara Falls,Madikeri,Tourist_Places_merged,Chelavara Falls,Madikeri,,fuzzy_name_match
Hemis Monastery,Leh Ladakh,Tourist_Places_merged,Chemrey Monastery,Leh Ladakh,,fuzzy_name_match
Hundur Monastery,Leh Ladakh,Tourist_Places_merged,Chemrey Monastery,Leh Ladakh,,fuzzy_name_match
Likir Monastery,Leh Ladakh,Tourist_Places_merged,Chemrey Monastery,Leh Ladakh,,fuzzy_name_match
Spituk Monastery,Leh Ladakh,Tourist_Places_merged,Chemrey Monastery,Leh Ladakh,,fuzzy_name_match
Thiksey Monastery,Leh Ladakh,Tourist_Places_merged,Chemrey Monastery,Leh Ladakh,,fuzzy_name_match
Vietnamese Temple,Bodh Gaya,Tourist_Places_merged,Chinese Temple,Bodh Gaya,,fuzzy_name_match
Dadar Chowpatty Beach,Mumbai,Tourist_Places_merged,Chowpatty Beach,Mumbai,,fuzzy_name_match
Kayaking in Alleppey,Alleppey,Tourist_Places_merged,Coir Weaving in Alleppey,Alleppey,,fuzzy_name_match
Courtallam Main Falls,Courtallam,WanderSphere_seed,Courtallam Five Falls,Courtallam,,fuzzy_name_match
Old Courtallam Falls,Courtallam,WanderSphere_seed,Courtallam Five Falls,Courtallam,,fuzzy_name_match
National Museum,Delhi,Tourist_Places_merged,Crafts Museum,Delhi,,fuzzy_name_match
Rail Museum,Delhi,Tourist_Places_merged,Crafts Museum,Delhi,,fuzzy_name_match
Sai Mandir Dehradun,Dehradun,Tourist_Places_merged,Daat Kali Mandir Dehradun,Dehradun,,fuzzy_name_match
Salim Ali National Park,Srinagar,Tourist_Places_merged,Dachigam National Park,Srinagar,,fuzzy_name_match
Rajdari Waterfalls,Varanasi,Tourist_Places_merged,Devdari Waterfall,Varanasi,,fuzzy_name_match
New Digha Beach,Digha,Tourist_Places_merged,Digha Beach,Digha,,fuzzy_name_match
Old Digha Beach,Digha,Tourist_Places_merged,Digha Beach,Digha,,fuzzy_name_match
Kailasanathar Temple,Kanchipuram,WanderSphere_seed,Ekambaranathar Temple,Kanchipuram,,fuzzy_name_match
Folklore Museum,Kochi,Tourist_Places_merged,Kerala Folklore Museum,Kochi,,fuzzy_name_match
Fort Kochi Beach,Kochi,Tourist_Places_merged,Fort Kochi,Kochi,,fuzzy_name_match
Fort St. George,Chennai,Tourist_Places_merged|india_tourism_food_dataset,Fort St. George Museum,Chennai,,fuzzy_name_match
Lalgarh Palace,Bikaner,Tourist_Places_merged,Gajner Palace,Bikaner,,fuzzy_name_match
Gallu Devi Waterfall,Mcleodganj,Tourist_Places_merged,Gallu Devi Temple,Mcleodganj,,fuzzy_name_match
Ganpatipule Temple,Ratnagiri,india_tourism_food_dataset,Ganapatipule Temple,Ratnagiri,,fuzzy_name_match
Gandhi museum,Madurai,Tourist_Places_merged,Gandhi Memorial Museum,Madurai,,fuzzy_name_match
Sadul Singh Museum,Bikaner,Tourist_Places_merged,Ganga Singh Museum,Bikaner,,fuzzy_name_match
Sagar Nagar Beach,Visakhapatnam,Tourist_Places_merged,Gangavaram beach,Visakhapatnam,,fuzzy_name_match
Garden of Silence,Chandigarh,Tourist_Places_merged,Garden of Fragrance,Chandigarh,,fuzzy_name_match
Phool Chatti Waterfalls,Rishikesh,Tourist_Places_merged,Garudchatti Waterfall,Rishikesh,,fuzzy_name_match
Timber Trail,Kasauli,Tourist_Places_merged,Gilbert Trail,Kasauli,,fuzzy_name_match
Golkonda Fort,Hyderabad,Tourist_Places_merged,Golconda Fort,Hyderabad,,fuzzy_name_match
Sepahijala Wildlife Sanctuary,Agartala,Tourist_Places_merged,Gondacherra Wildlife Sanctuary,Agartala,,fuzzy_name_match
Green Valley View (Suicide Point),Kodaikanal,Tourist_Places_merged,Green Valley Viewpoint,Kodaikanal,,fuzzy_name_match
Mandagadde Bird Sanctuary,Shimoga (Shivamogga),Tourist_Places_merged,Gudavi Bird Sanctuary,Shimoga (Shivamogga),,fuzzy_name_match
Stewart Island Beach,Andaman,Tourist_Places_merged,Guitar Island Beach,Andaman,,fuzzy_name_match
Gujarat Science City,Ahmedabad,Tourist_Places_merged,Science City,Ahmedabad,,fuzzy_name_match
Gurudwara Shri Tarn Taran Sahib,Amritsar,Tourist_Places_merged,Gurudwara Chheharta Sahib,Amritsar,,fuzzy_name_match
Gwalior Zoo,Gwalior,Tourist_Places_merged,Gwalior Fort,Gwalior,,fuzzy_name_match
Purandar Trek,Pune,Tourist_Places_merged,Hadsar Trek,Pune,,fuzzy_name_match
Sunset at Haji Ali Dargah,Mumbai,Tourist_Places_merged,Haji Ali Dargah,Mumbai,,fuzzy_name_match
Theerthamalai Temple,Hogenakkal,Tourist_Places_merged,Hanuman Theertham Temple,Hogenakkal,,fuzzy_name_match
Rajmahal Palace,Jaipur,Tourist_Places_merged,Hari Mahal Palace,Jaipur,,fuzzy_name_match
Rambagh Palace,Jaipur,Tourist_Places_merged,Hari Mahal Palace,Jaipur,,fuzzy_name_match
Himayat Sagar Lake,Hyderabad,Tourist_Places_merged,Hussain Sagar Lake,Hyderabad,,fuzzy_name_match
Imagica Adlabs,Lonavala,Tourist_Places_merged,Imagicaa,Lonavala,,fuzzy_name_match
ISKCON Temple,Bangalore,Tourist_Places_merged,ISKCON Temple Bangalore,Bangalore,,fuzzy_name_match
Jatayu Tirtham,Rameshwaram,Tourist_Places_merged,Jada Tirtham,Rameshwaram,,fuzzy_name_match
Nahargarh Fort,Jaipur,Tourist_Places_merged,Jaigarh Fort,Jaipur,,fuzzy_name_match
Jaisalmer War Museum,Jaisalmer,Tourist_Places_merged,Jaisalmer Government Museum,Jaisalmer,,fuzzy_name_match
Upasani Maharaj Ashram,Shirdi,Tourist_Places_merged,Jangli Maharaj Ashram,Shirdi,,fuzzy_name_match
Kapila Teertham,Tirupati,Tourist_Places_merged,Japali Teertham,Tirupati,,fuzzy_name_match
Kapila Theertham,Tirupati,Tourist_Places_merged,Japali Teertham,Tirupati,,fuzzy_name_match
Papavinasam Theertham,Tirupati,Tourist_Places_merged,Japali Teertham,Tirupati,,fuzzy_name_match
Jaswant Thada,Jodhpur,india_tourism_food_dataset,Jaswant Tada,Jodhpur,,fuzzy_name_match
Marvel Water Park,Udaipur,Tourist_Places_merged,Jeel Water Park,Udaipur,,fuzzy_name_match
Jogigundi Falls,Shimoga (Shivamogga),Tourist_Places_merged,Jog Falls,Shimoga (Shivamogga),,fuzzy_name_match
Sasivekalu Ganesh,Hampi,Tourist_Places_merged,Kadalekalu Ganesh,Hampi,,fuzzy_name_match
Kapileshwara Temple,Nashik,Tourist_Places_merged,Kalaram Temple,Nashik,,fuzzy_name_match
Someshwar Temple,Nashik,Tourist_Places_merged,Kalaram Temple,Nashik,,fuzzy_name_match
Trimbakeshwar,Nashik,Tourist_Places_merged,Kalaram Temple,Nashik,,fuzzy_name_match
Trimbakeshwar Temple,Nashik,india_tourism_food_dataset,Kalaram Temple,Nashik,,fuzzy_name_match
Kalighat Temple,Kolkata,Tourist_Places_merged,Kalighat Kali Temple,Kolkata,,fuzzy_name_match
"Kangra Fort, Kangra",Mcleodganj,Tourist_Places_merged,"Kangra Art Museum, Kangra",Mcleodganj,,fuzzy_name_match
Kanyakumari Beach,Kanyakumari,Tourist_Places_merged,Kanyakumari Beach View,Kanyakumari,,fuzzy_name_match
Marundeeswarar Temple,Chennai,Tourist_Places_merged,Kapaleeswarar Temple,Chennai,,fuzzy_name_match
Kapaleeshwarar Temple,Chennai,india_tourism_food_dataset,Kapaleeswarar Temple,Chennai,,fuzzy_name_match
Kappil Beach,Varkala,Tourist_Places_merged,Varkala Beach,Varkala,,fuzzy_name_match
Kareri Lake Trek,Mcleodganj,Tourist_Places_merged,"Kareri Lake, Kangra",Mcleodganj,,fuzzy_name_match
Kasar Devi,Almora,Tourist_Places_merged,Kasar Devi Temple,Almora,,fuzzy_name_match
"New Vishwanath Temple, BHU",Varanasi,Tourist_Places_merged,Kashi Vishwanath Temple,Varanasi,,fuzzy_name_match
Pykara Falls,Ooty,Tourist_Places_merged,Katari Falls,Ooty,,fuzzy_name_match
Rafting in Rishikesh,Rishikesh,Tourist_Places_merged,Kayaking in Rishikesh,Rishikesh,,fuzzy_name_match
Pokhran Fort,Jaisalmer,Tourist_Places_merged,Khaba Fort,Jaisalmer,,fuzzy_name_match
Khajjiar,Dalhousie,Tourist_Places_merged,Khajjiar Lake,Dalhousie,,fuzzy_name_match
Kheerganga Waterfall,Kasol,Tourist_Places_merged,Kheerganga Trek,Kasol,,fuzzy_name_match
Kodai Lake,Kodaikanal,Tourist_Places_merged,Kodaikanal Lake,Kodaikanal,,fuzzy_name_match
Sri Bedi Ananjaneyaswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Govindarajaswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Kalyana Venkateswaraswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Prasanna Venkateswaraswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Varahaswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Veda Nayaranaswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Venkateswara Temple,Tirupati,Tourist_Places_merged|india_tourism_food_dataset,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Sri Venugopalaswami Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Vedadri Narasimha Swamy Temple,Tirupati,Tourist_Places_merged,Kodandarama Swamy Temple,Tirupati,,fuzzy_name_match
Lohagad Fort,Lonavala,Tourist_Places_merged,Koregad Fort,Lonavala,,fuzzy_name_match
Rajgad Trek,Pune,Tourist_Places_merged,Korigad Trek,Pune,,fuzzy_name_match
Poovar Beach,Poovar,Tourist_Places_merged,Kovalam Beach,Poovar,,fuzzy_name_match
Unchalli Falls,Shimoga (Shivamogga),Tourist_Places_merged,Kunchikal Falls,Shimoga (Shivamogga),,fuzzy_name_match
Kunjaban Palace,Agartala,Tourist_Places_merged,Ujjayanta Palace,Agartala,,fuzzy_name_match
Kurinji Temple,Kodaikanal,Tourist_Places_merged,Kurinji Andavar Temple,Kodaikanal,,fuzzy_name_match
Lakshman Jhula,Rishikesh,Expanded_Indian_Travel_Dataset,Laxman Jhula,Rishikesh,,fuzzy_name_match
"Simi's Park, Coonoor",Ooty,Tourist_Places_merged,"Lamb's Rock, Coonoor",Ooty,,fuzzy_name_match
Laxmanpur Beach 2,Andaman,Tourist_Places_merged,Laxmanpur Beach 1,Andaman,,fuzzy_name_match
Lingambudhi Park,Mysore,Tourist_Places_merged,Lingambudhi Lake,Mysore,,fuzzy_name_match
Louisa point,Matheran,Tourist_Places_merged,Lord Point,Matheran,,fuzzy_name_match
Old Palace,Hampi,Tourist_Places_merged,Lotus Palace,Hampi,,fuzzy_name_match
Radha Damodar Temple,Vrindavan,Tourist_Places_merged,Madan Mohan Temple,Vrindavan,,fuzzy_name_match
Radha Raman Temple,Vrindavan,Tourist_Places_merged,Madan Mohan Temple,Vrindavan,,fuzzy_name_match
Makarandgad Trek,Mumbai,Tourist_Places_merged,Mahipatagad Trek,Mumbai,,fuzzy_name_match
Manek Chawk,Ahmedabad,Tourist_Places_merged,Manek Chowk,Ahmedabad,,fuzzy_name_match
Surinsar Lake,Jammu,Tourist_Places_merged,Mansar Lake,Jammu,,fuzzy_name_match
Marble Palace Mansion,Kolkata,Tourist_Places_merged,Marble Palace,Kolkata,,fuzzy_name_match
Vandiyur Mariamman Teppakulam,Madurai,Tourist_Places_merged,Mariamman Teppakulam,Madurai,,fuzzy_name_match
Walk at Marine drive,Mumbai,Tourist_Places_merged,Marine Drive,Mumbai,,fuzzy_name_match
Marudhamalai Hill Temple,Coimbatore,Tourist_Places_merged,Marudamalai Temple,Coimbatore,,fuzzy_name_match
Marudhamalai Temple,Coimbatore,india_tourism_food_dataset,Marudamalai Temple,Coimbatore,,fuzzy_name_match
Samadhi Mandir,Shirdi,Tourist_Places_merged,Maruti Mandir,Shirdi,,fuzzy_name_match
Vimala Temple,Puri,Tourist_Places_merged,Mausima Temple,Puri,,fuzzy_name_match
Mawsmai Falls,Cherrapunji,Tourist_Places_merged,Mawsmai Cave,Cherrapunji,,fuzzy_name_match
Shyama Temple,Chittorgarh,Tourist_Places_merged,Meera Temple,Chittorgarh,,fuzzy_name_match
Salher Trek,Nashik,Tourist_Places_merged,Mulher Trek,Nashik,,fuzzy_name_match
Tea Gardens,Munnar,Expanded_Indian_Travel_Dataset,Munnar Tea Gardens,Munnar,,fuzzy_name_match
Soham Heritage Centre,Mussoorie,Tourist_Places_merged,Mussoorie Heritage Centre,Mussoorie,,fuzzy_name_match
Muthanga Wildlife Sanctuary,Wayanad,Tourist_Places_merged,Wayanad Wildlife Sanctuary,Wayanad,,fuzzy_name_match
Nakki Lake,Mount Abu,Tourist_Places_merged,Nakki Lake Market,Mount Abu,,fuzzy_name_match
Nandgaon,Mathura,Tourist_Places_merged,Nand Gaon,Mathura,,fuzzy_name_match
Rudraprayag,Auli,Tourist_Places_merged,Nandaprayag,Auli,,fuzzy_name_match
Patwon ki haveli,Jaisalmer,Tourist_Places_merged,Nathmal Ki Haveli,Jaisalmer,,fuzzy_name_match
Nathu La Pass,Gangtok,Tourist_Places_merged,Nathula Pass,Gangtok,,fuzzy_name_match
Scuba Diving In Andaman,Andaman,Tourist_Places_merged,Night Kayaking in Andaman,Andaman,,fuzzy_name_match
Sea Walking in Andaman,Andaman,Tourist_Places_merged,Night Kayaking in Andaman,Andaman,,fuzzy_name_match
Seakart in Andaman,Andaman,Tourist_Places_merged,Night Kayaking in Andaman,Andaman,,fuzzy_name_match
Snorkeling in Andamans,Andaman,Tourist_Places_merged,Night Kayaking in Andaman,Andaman,,fuzzy_name_match
Trekking in Andaman,Andaman,Tourist_Places_merged,Night Kayaking in Andaman,Andaman,,fuzzy_name_match
Nohkalikai Falls,Cherrapunji,Expanded_Indian_Travel_Dataset,Nohkalikai Waterfalls,Cherrapunji,,fuzzy_name_match
Rameshwara temple,Coorg,Tourist_Places_merged,Omkareshwara Temple,Coorg,,fuzzy_name_match
Phalodi,Jodhpur,Tourist_Places_merged,Pali,Jodhpur,,fuzzy_name_match
Pandav Leni Caves,Nashik,india_tourism_food_dataset,Pandavleni Caves,Nashik,,fuzzy_name_match
Promenade Beach,Puducherry,Top_Indian_Places_to_Visit|india_tourism_food_dataset,Paradise Beach,Puducherry,,fuzzy_name_match
Quad Biking in Jaisalmer,Jaisalmer,Tourist_Places_merged,Parasailing in Jaisalmer,Jaisalmer,,fuzzy_name_match
Scuba Diving in Lakshadweep,Lakshadweep,Tourist_Places_merged,Parasailing in Lakshadweep,Lakshadweep,,fuzzy_name_match
Pondicherry Lighthouse,Pondicherry,Tourist_Places_merged,Pondicherry beach,Pondicherry,,fuzzy_name_match
Pondicherry Museum,Pondicherry,Tourist_Places_merged,Pondicherry beach,Pondicherry,,fuzzy_name_match
Pray at Siddhivinayak Temple,Mumbai,Tourist_Places_merged,Siddhivinayak Temple,Mumbai,,fuzzy_name_match
Tulga,Kasol,Tourist_Places_merged,Pulga,Kasol,,fuzzy_name_match
Pushkar Bazar,Pushkar,Tourist_Places_merged,Pushkar Lake,Pushkar,,fuzzy_name_match
Pushkar Mela,Pushkar,Tourist_Places_merged,Pushkar Lake,Pushkar,,fuzzy_name_match
Sarafa Bazar,Pushkar,Tourist_Places_merged,Pushkar Lake,Pushkar,,fuzzy_name_match
Qutub Shahi Tombs,Hyderabad,Tourist_Places_merged,Qutb Shahi Tombs,Hyderabad,,fuzzy_name_match
Rabindra Sarovar,Kolkata,Tourist_Places_merged,Rabindra Sarobar Stadium,Kolkata,,fuzzy_name_match
Vijaynagar Beach,Andaman,Tourist_Places_merged,Radhanagar Beach,Andaman,,fuzzy_name_match
Rajasthan International Folk Festival,Jodhpur,Tourist_Places_merged,Rajasthan International Folk Festival (Jodhpur RIFF),Jodhpur,,fuzzy_name_match
Rajmachi,Lonavala,Tourist_Places_merged,Rajmachi Fort,Lonavala,,fuzzy_name_match
Ramakrishna Beach,Visakhapatnam,Tourist_Places_merged,Rishikonda Beach,Visakhapatnam,,fuzzy_name_match
Ramanathaswamy Temple,Rameswaram,Top_Indian_Places_to_Visit,Sri Arulmigu Ramanathaswamy Temple,Rameswaram,,fuzzy_name_match
Tour the Ramoji Film city,Hyderabad,Tourist_Places_merged,Ramoji Film City,Hyderabad,,fuzzy_name_match
Ranka Monastery,Gangtok,Tourist_Places_merged,Rumtek Monastery,Gangtok,,fuzzy_name_match
Rose Garden,Chandigarh,Tourist_Places_merged|india_tourism_food_dataset,Rock Garden,Chandigarh,,fuzzy_name_match
Sahastradhara,Dehradun,Tourist_Places_merged|india_tourism_food_dataset,Sahastradhara Ropeway,Dehradun,,fuzzy_name_match
Wandoor Beach,Andaman,Tourist_Places_merged,Sandbar Beach,Andaman,,fuzzy_name_match
Wildlife Safari at Sanjay Gandhi National park,Mumbai,Tourist_Places_merged,Sanjay Gandhi National Park,Mumbai,,fuzzy_name_match
Santhome Church,Chennai,Tourist_Places_merged,Santhome Beach,Chennai,,fuzzy_name_match
Saptashrungi,Nashik,Tourist_Places_merged|india_tourism_food_dataset,Saptashrungi Ropeway,Nashik,,fuzzy_name_match
Sethan Valley,Manali,Tourist_Places_merged,Solang Valley,Manali,,fuzzy_name_match
Sri Varadharaja Perumal Temple,Kanchipuram,WanderSphere_seed,Sri Ulagalanda Perumal Temple,Kanchipuram,,fuzzy_name_match
Sri Venkateswara National Park,Tirupati,Tourist_Places_merged,Sri Venkateswara Dhyana Vignan Mandiram,Tirupati,,fuzzy_name_match
Sula Vineyard,Nashik,Tourist_Places_merged,Sula Vineyards,Nashik,,fuzzy_name_match
Taj Mahotsav,Agra,Tourist_Places_merged,Taj Mahal,Agra,,fuzzy_name_match
Take a Walk over the Lakshman Jhula,Rishikesh,Tourist_Places_merged,Take a walk over Ram Jhula,Rishikesh,,fuzzy_name_match
Thirumalai Nayakkar Palace,Madurai,india_tourism_food_dataset,Thirumalai Nayakar Mahal,Madurai,,fuzzy_name_match
Thirunelly Temple,Wayanad,Tourist_Places_merged,Thirunelli Temple,Wayanad,,fuzzy_name_match
Tunga Fort,Lonavala,Tourist_Places_merged,Tikona fort,Lonavala,,fuzzy_name_match
Triveni Sangam,Kanyakumari,Tourist_Places_merged,Triveni Sangamam,Kanyakumari,,fuzzy_name_match
Tso Moriri Lake,Leh Ladakh,Tourist_Places_merged,Tso Kar lake,Leh Ladakh,,fuzzy_name_match
Vipassana Meditation Centre,Mcleodganj,Tourist_Places_merged,Tushita Meditation Centre,Mcleodganj,,fuzzy_name_match
Vaishno Devi Ropeway,Vaishno Devi,Tourist_Places_merged,Vaishno Devi by Helicopter,Vaishno Devi,,fuzzy_name_match
Vaishno Devi Temple,Vaishno Devi,Tourist_Places_merged,Vaishno Devi by Helicopter,Vaishno Devi,,fuzzy_name_match
Vaishno Devi Yatra,Vaishno Devi,Tourist_Places_merged,Vaishno Devi by Helicopter,Vaishno Devi,,fuzzy_name_match
Vattakanal Falls,Kodaikanal,Tourist_Places_merged,Vattakanal Falls (Liril Falls),Kodaikanal,,fuzzy_name_match
Vattakanal,Kodaikanal,Tourist_Places_merged,Vattakanal Falls (Liril Falls),Kodaikanal,,fuzzy_name_match
Vellore Fort,Vellore,WanderSphere_seed,Vellore Fort Garden,Vellore,,fuzzy_name_match
Vellore Fort Park,Vellore,WanderSphere_seed,Vellore Fort Garden,Vellore,,fuzzy_name_match
